export_id,score,question1,time1,question2,time2,question3,time3,question4,time4,question5,time5,question6,time6,question7,time7,question8,time8,question9,time9,question10,time10,question11,time11,question12,time12,question13,time13,question14,time14
67327,29,1,1.18,1,4.19,1,0.99,5,0.04,5,0.21,5,0.02,5,0.03,1,0.09,5,0.5,5,0.36,2,3.05,2,1.18,3,0.49,2,4.08
67328,11,1,5.88,1,1.69,1,0.61,1,3.71,1,3.51,2,2.1,2,3.04,2,2.43,1,3.17,1,2.5,4,2.73,4,2.19,2,2.2,2,6.41
67329,32,2,3.69,4,4.57,3,1.87,1,3.18,4,3.94,3,8.64,4,5.63,4,2.84,2,3.05,5,2.07,2,2.21,5,1.56,3,2.08,4,3.88
67331,26,2,2.55,2,2.15,2,0.15,4,6.0,3,2.49,4,0.8,3,0.66,2,0.75,4,0.89,4,0.79,2,1.91,2,0.7,4,6.74,2,5.36
67332,13,1,4.39,2,3.43,1,2.41,2,2.76,2,6.06,2,4.26,2,2.03,2,2.68,2,11.37,1,0.67,4,2.98,2,0.76,3,2.45,1,4.94
67333,28,1,3.59,1,0.47,1,0.44,5,0.37,5,0.25,5,0.36,5,0.09,1,0.11,5,0.12,5,0.13,1,0.1,1,0.06,5,0.11,1,3.28
67334,12,1,9.01,1,5.2,2,5.44,2,5.76,2,6.99,2,0.9,2,3.61,2,5.31,2,3.43,2,3.64,2,5.24,3,6.05,2,6.03,1,5.68
67335,26,2,5.19,3,5.21,2,2.59,1,0.51,5,8.94,2,0.32,3,3.45,2,9.29,4,3.04,4,5.23,1,4.3,5,5.24,5,5.97,1,4.97
67336,30,1,1.37,2,1.74,2,1.3,5,2.61,5,2.06,5,2.09,5,1.8,2,3.62,4,2.26,4,1.07,2,1.12,2,1.19,3,2.42,2,3.52
67337,20,2,3.29,2,3.28,2,2.13,3,3.25,3,6.64,3,2.36,3,1.52,2,3.51,3,2.87,2,1.52,1,4.13,4,6.06,2,1.99,2,3.59
67338,23,2,3.43,2,4.83,2,1.11,3,3.61,3,3.12,3,1.81,3,2.15,3,6.05,3,3.01,3,1.0,2,1.75,3,1.96,3,1.29,2,3.76
67339,4,1,5.74,1,2.63,1,1.48,1,9.43,1,8.59,1,2.43,3,21.81,1,11.23,1,7.07,3,9.56,1,9.77,1,5.83,1,4.83,1,5.05
67340,20,2,5.0,2,5.98,2,6.16,3,8.85,2,51.85,2,6.05,2,6.04,2,9.77,2,6.27,5,9.73,2,6.08,3,6.71,2,4.09,3,12.98
67341,22,2,5.73,2,3.1,2,2.4,4,1.34,2,4.19,2,3.15,3,1.72,3,2.76,2,20.4,2,1.54,2,6.36,5,4.12,2,2.75,3,5.17
67342,16,1,5.42,1,4.12,1,2.5,1,3.99,3,1.44,3,2.9,3,1.75,2,0.67,2,5.21,3,2.25,2,3.83,3,7.45,3,5.21,2,11.39
67343,9,1,4.47,1,3.69,1,1.45,2,3.19,2,6.4,2,2.46,2,5.0,1,6.88,2,3.32,2,5.83,1,3.99,2,4.32,2,3.66,2,4.78
67344,29,3,0.46,3,3.2,3,1.38,3,2.5,3,1.38,3,1.67,3,2.82,3,1.95,3,1.51,3,1.39,3,2.35,3,3.23,4,2.07,3,4.63
67345,13,2,7.59,1,5.01,2,4.31,2,5.46,1,10.12,1,4.19,3,3.33,3,3.18,1,2.8,2,7.22,2,12.42,2,2.69,3,7.67,2,7.95
67346,13,2,4.33,2,2.38,2,2.02,2,3.25,2,2.68,1,1.98,2,1.84,2,5.58,2,2.85,2,1.88,1,5.03,4,3.78,2,2.43,1,4.24
67347,9,2,5.37,1,4.44,2,5.12,2,17.97,1,7.79,1,4.65,2,2.75,2,12.38,2,4.71,2,3.22,1,25.33,2,8.69,2,9.14,1,9.4
67348,13,2,2.98,2,2.28,1,1.1,2,4.12,2,5.38,1,4.65,3,4.99,2,4.22,2,3.16,2,1.72,1,1.99,2,9.09,4,3.5,1,4.3
67349,17,2,9.99,2,4.51,2,3.37,2,5.81,3,0.99,1,5.12,3,5.38,2,7.16,2,0.86,3,1.02,2,4.89,2,4.71,3,3.67,2,5.54
67350,18,1,3.41,2,2.31,2,4.19,2,9.66,2,9.08,1,3.58,3,4.65,2,5.71,3,4.4,4,5.13,2,3.51,4,6.96,2,2.77,2,7.2
67351,11,2,7.21,1,6.58,2,4.79,1,4.39,1,8.21,1,2.17,2,2.61,2,10.6,1,2.95,1,3.01,2,4.37,5,5.34,2,4.45,2,11.17
67352,14,2,29.61,1,5.55,2,1.36,1,3.47,2,3.41,3,5.05,2,3.64,2,6.43,1,4.09,2,2.23,5,3.99,2,6.08,1,2.07,2,8.7
67353,4,1,4.33,1,2.35,1,1.2,1,12.41,1,5.84,1,2.05,1,1.33,1,4.92,1,3.25,2,3.88,1,3.83,4,9.86,1,1.79,1,3.86
67354,19,2,4.25,2,3.85,2,2.44,2,6.28,2,6.04,2,9.06,2,5.46,4,10.12,2,3.73,1,4.2,2,3.27,5,6.3,2,2.56,3,5.8
67355,25,2,8.45,2,3.85,2,1.28,3,7.33,3,4.44,3,4.47,3,6.35,2,5.7,3,2.72,2,3.19,3,6.38,5,4.91,2,3.47,4,5.26
67356,10,1,4.0,2,7.93,2,2.02,2,14.3,1,9.6,1,4.3,2,5.27,2,7.98,1,4.23,4,4.65,1,5.3,2,4.26,1,6.1,2,5.17
67357,6,2,6.41,2,3.27,1,1.94,1,3.93,1,30.13,1,2.08,1,1.53,1,5.99,1,2.3,1,1.41,1,2.11,5,4.48,1,1.37,1,3.95
67359,0,1,1.62,1,0.57,1,0.55,1,2.06,1,3.24,1,2.94,1,1.61,1,3.95,1,3.18,1,4.35,1,2.17,1,3.67,1,3.3,1,5.2
67361,30,2,6.49,2,2.3,2,1.02,4,8.33,4,6.45,4,6.49,3,3.47,2,4.0,3,4.15,4,4.61,3,6.12,3,5.14,4,3.12,4,20.8
67362,12,1,5.49,1,3.6,1,1.06,1,4.36,1,0.94,1,3.29,1,1.84,1,4.69,5,1.77,1,8.54,1,4.66,5,10.28,1,2.27,5,2.32
67363,12,2,5.63,1,5.36,2,8.25,2,7.53,2,7.48,2,11.3,2,11.51,2,8.87,2,3.35,2,4.27,1,3.49,2,5.78,3,4.11,1,5.61
67364,25,2,3.21,2,2.39,2,1.92,2,5.88,3,3.17,3,2.27,3,3.05,3,3.07,3,2.94,2,4.17,3,2.13,5,5.63,3,10.9,3,8.55
67365,19,3,27.44,2,4.62,2,1.63,2,3.57,2,2.91,2,1.71,2,2.83,2,3.78,1,3.56,1,1.28,3,2.99,5,2.61,3,4.09,3,5.53
67366,26,2,7.67,2,1.93,2,3.8,3,2.85,4,0.78,3,1.33,3,3.23,3,6.63,3,1.97,3,1.53,3,2.66,3,1.85,3,1.08,3,2.76
67367,18,2,5.41,2,4.95,2,3.24,3,5.08,3,3.87,4,3.01,2,3.97,1,6.45,2,4.94,1,2.22,2,6.15,4,2.94,3,2.32,1,4.68
67368,9,1,4.45,1,3.0,1,1.53,2,34.68,1,7.93,1,3.32,2,3.74,2,9.15,2,10.79,5,15.68,1,4.25,1,6.36,2,5.84,1,5.21
67369,27,2,7.94,5,7.98,1,2.71,4,3.85,3,23.58,2,3.79,3,5.76,3,6.37,3,3.04,1,2.4,3,7.67,5,2.39,3,1.92,3,9.72
67370,26,1,3.11,1,0.21,1,0.4,5,0.39,5,0.43,5,0.45,3,8.2,3,14.89,1,37.57,3,2.58,3,3.16,3,1.13,3,0.54,3,6.11
67371,9,1,2.07,1,0.61,2,0.81,5,1.57,5,7.16,1,6.99,1,1.49,1,10.63,1,1.62,1,5.01,1,5.49,1,32.82,1,2.47,1,6.03
67372,8,1,10.97,1,2.53,2,3.13,1,9.87,1,3.51,1,4.38,2,0.61,2,3.37,2,6.34,2,3.36,1,2.03,4,1.36,1,8.15,1,11.9
67373,28,1,1.78,1,1.2,1,0.92,5,0.77,5,0.74,5,0.43,5,0.06,1,0.75,5,1.02,5,0.61,1,0.59,1,0.79,5,0.47,1,1.82
67374,18,1,1.34,2,2.96,2,4.08,2,5.69,2,4.98,2,5.31,3,4.9,2,6.38,2,2.82,2,9.95,1,13.61,4,12.17,4,3.25,3,6.16
67377,16,2,9.92,1,7.42,2,3.62,2,3.4,2,8.76,2,7.65,2,3.95,2,7.21,2,4.52,3,3.2,2,6.42,3,13.35,3,4.97,2,7.57
67380,18,1,3.27,1,4.03,1,2.88,5,2.0,5,15.09,1,8.91,2,3.74,2,9.16,1,3.53,2,2.58,2,4.53,4,5.65,3,3.92,2,11.13
67381,8,1,0.68,1,1.21,1,2.15,2,0.89,2,2.66,2,1.86,1,2.79,1,3.33,2,2.04,3,2.28,1,3.06,3,2.58,1,1.74,1,2.52
67383,20,2,5.88,2,5.22,1,3.73,3,4.24,4,9.23,2,5.81,2,2.66,1,7.74,4,3.47,2,2.96,3,4.23,4,5.04,2,2.66,2,6.41
67385,11,2,3.66,2,2.32,1,1.07,5,2.28,1,6.81,1,1.74,1,0.99,1,5.83,1,2.05,2,4.33,1,4.2,4,4.29,1,1.53,2,7.89
67386,15,1,2.12,1,2.73,1,0.75,2,6.6,2,2.98,2,3.53,2,1.58,2,3.99,2,2.77,2,2.28,2,3.31,4,3.96,3,2.62,3,9.09
67387,20,2,4.12,3,3.62,2,3.27,2,3.06,3,7.39,1,3.21,2,3.88,3,5.04,3,2.84,2,2.94,1,7.58,5,1.17,2,3.22,3,6.58
67389,10,1,1.13,1,0.77,1,1.61,2,3.15,2,3.23,2,3.57,2,1.81,2,7.98,2,3.34,1,1.56,1,2.49,4,3.05,2,1.55,1,5.65
67390,13,1,8.25,1,2.53,2,4.4,3,12.38,3,8.57,1,5.72,2,6.02,1,10.04,2,6.19,2,4.71,1,6.22,4,7.02,2,6.32,2,14.77
67391,8,1,3.15,1,2.95,1,1.18,1,2.26,1,3.25,1,1.74,1,1.23,5,5.32,1,1.51,1,1.69,1,2.61,4,3.16,2,1.85,1,4.18
67392,19,1,2.97,2,3.15,2,1.7,3,2.23,3,6.69,3,1.7,2,2.28,2,5.96,2,2.06,2,3.8,2,2.86,5,4.13,2,1.96,2,3.66
67393,20,2,3.72,2,5.72,2,3.85,2,5.01,3,7.39,3,6.54,3,0.56,2,22.24,2,5.38,2,5.15,2,4.0,5,4.26,2,2.39,2,5.21
67394,26,1,0.86,1,0.92,2,0.51,5,0.65,5,0.48,5,0.47,4,0.54,1,0.47,4,0.53,4,0.35,1,0.44,1,0.3,5,0.2,1,4.53
67395,28,3,3.58,3,2.52,3,1.35,3,4.87,3,4.06,3,2.78,3,2.67,3,4.25,3,2.81,3,2.2,3,3.41,3,2.56,3,1.84,3,4.53
67396,19,1,3.95,1,1.35,1,1.56,3,1.57,3,3.41,4,5.35,3,2.8,1,3.61,4,3.78,3,2.4,1,4.32,5,4.0,2,2.93,1,4.12
67397,16,2,2.44,1,1.6,2,4.03,1,1.43,1,5.32,1,2.47,3,2.85,3,2.93,3,3.18,4,3.41,1,4.56,5,2.24,1,2.93,2,5.44
67398,28,1,1.64,1,0.4,1,0.41,5,0.88,5,0.43,5,0.96,5,0.35,1,0.29,5,0.24,5,0.27,1,0.33,1,0.92,5,0.36,1,3.32
67400,26,1,3.91,1,2.41,1,2.46,4,2.05,5,1.49,5,1.21,4,1.34,1,3.44,5,2.44,5,6.64,1,0.95,1,0.73,5,0.39,1,2.19
67401,36,3,4.94,3,2.94,2,1.85,4,4.84,5,6.59,5,3.72,3,3.33,3,5.49,4,3.0,4,4.38,3,7.22,3,3.69,5,4.17,3,7.28
67402,28,1,0.74,1,0.48,1,0.5,5,0.45,5,0.32,5,0.39,5,0.33,1,0.39,5,0.33,5,0.4,1,0.28,1,0.31,5,0.27,1,1.81
67403,12,2,3.93,2,3.92,1,2.66,2,3.48,2,4.61,2,7.33,2,2.44,2,2.53,1,2.77,1,2.44,2,2.91,4,9.14,1,2.01,2,4.78
67404,7,2,62.81,1,1.42,2,1.66,1,3.86,1,42.65,1,1.46,1,1.23,1,3.74,1,2.94,1,2.28,2,3.18,4,6.67,1,2.59,2,3.71
67405,11,2,3.19,1,2.47,2,2.67,1,4.89,1,3.97,1,1.93,3,5.29,2,5.94,1,3.09,5,6.57,1,3.01,3,6.78,1,55.82,1,3.93
67406,21,2,2.53,1,0.81,1,0.25,5,0.23,5,0.12,5,0.28,5,0.77,1,3.68,1,2.58,2,3.15,1,2.51,3,3.19,2,1.74,1,3.29
67407,15,1,2.02,1,1.26,1,1.23,2,4.81,2,4.86,2,2.07,4,2.13,2,6.45,2,2.65,2,1.71,2,4.61,4,4.43,2,12.24,2,3.98
67408,24,1,9.38,2,4.63,2,2.88,4,3.44,4,10.18,2,6.53,3,2.43,2,6.28,4,2.39,3,2.9,2,5.83,4,3.9,3,2.18,2,6.39
67409,27,1,1.14,1,0.6,1,0.58,5,0.52,5,0.78,5,0.27,5,0.51,1,0.51,4,0.53,5,0.69,1,0.55,1,0.62,5,0.51,1,2.96
67410,30,1,2.71,1,1.0,1,0.61,5,0.74,5,0.49,5,0.76,3,3.84,2,0.49,5,4.07,5,1.36,3,7.7,2,2.57,3,5.26,3,4.38
67411,24,3,16.6,3,5.03,2,2.04,3,5.89,3,7.5,2,3.55,3,4.11,2,6.21,4,5.65,2,2.8,2,6.7,4,5.24,4,3.79,1,7.48
67412,20,2,2.88,2,3.21,2,2.22,2,6.82,2,4.22,2,1.85,3,5.52,3,6.9,2,3.11,2,2.04,2,3.12,4,5.02,3,2.12,3,6.85
67413,13,1,2.76,1,2.72,1,0.88,2,4.1,2,3.83,2,3.0,2,1.66,2,6.13,2,3.34,2,1.75,2,6.99,4,5.66,3,2.65,1,9.6
67414,16,2,2.83,2,4.98,2,1.74,2,6.87,2,3.07,2,3.67,2,2.34,2,12.95,2,23.56,2,2.59,1,1.03,4,5.71,1,2.19,4,4.61
67415,8,2,3.97,1,3.25,2,1.69,1,3.76,2,12.54,1,2.28,2,2.77,2,7.14,2,4.64,1,2.53,2,4.56,2,2.87,1,2.11,1,7.03
67416,13,2,2.47,1,2.51,2,3.8,2,4.51,2,3.07,2,3.85,1,1.53,2,4.87,1,3.72,1,2.37,2,2.87,5,3.65,2,4.43,2,4.51
67417,20,2,3.9,2,5.46,1,1.65,3,9.5,4,7.21,2,9.77,2,4.08,2,5.47,3,4.38,3,5.54,1,5.08,3,8.05,3,4.95,3,6.31
67418,16,2,6.79,1,2.91,2,2.89,2,8.89,2,11.03,1,8.41,2,2.94,2,11.37,2,5.0,1,3.89,2,6.69,5,5.24,4,7.37,2,7.8
67419,28,2,1.19,2,0.74,2,0.67,4,0.56,4,0.47,4,0.48,4,0.94,2,0.43,4,0.75,4,1.05,2,0.76,2,0.84,4,0.98,2,2.07
67420,13,2,8.35,1,2.5,1,0.94,2,4.75,1,6.27,2,5.09,2,3.73,2,12.59,2,11.05,2,2.21,1,5.89,5,3.25,2,2.18,2,4.47
67421,36,3,0.81,3,2.0,3,1.16,4,2.09,4,2.53,3,6.48,3,1.66,4,3.43,4,2.14,4,2.13,4,2.31,4,3.03,3,1.34,4,3.65
67422,16,1,1.04,1,1.07,1,0.93,2,2.39,3,1.28,3,0.4,2,0.31,1,0.18,3,0.22,3,0.55,1,1.84,1,2.92,4,1.29,4,4.66
67423,33,3,3.33,3,8.15,4,5.12,3,7.83,3,6.67,2,5.34,5,6.14,3,11.55,3,11.0,4,4.92,2,5.58,4,6.07,4,6.82,4,6.97
67424,16,2,3.42,2,1.82,2,1.25,2,4.0,2,5.78,2,9.66,2,1.52,2,6.49,2,2.01,2,3.06,2,3.68,4,4.96,2,1.63,2,3.32
67426,25,2,1.92,2,0.46,2,0.3,4,0.58,4,0.39,4,0.47,3,0.44,2,0.51,3,0.42,4,0.56,2,0.49,2,0.41,3,0.43,2,1.67
67427,29,4,7.84,3,5.46,3,4.03,3,6.69,4,13.93,3,5.12,3,4.85,2,11.42,3,7.42,4,13.4,2,3.58,3,10.71,4,5.29,2,8.68
67428,28,4,8.39,3,5.08,3,2.31,3,5.33,3,3.83,3,3.46,3,1.44,3,3.49,3,3.3,3,5.84,2,2.76,3,3.22,3,5.07,3,7.4
67429,19,2,5.48,1,1.95,2,2.02,2,1.07,2,5.9,2,16.69,2,2.99,3,7.9,2,4.18,2,2.37,3,5.74,5,3.34,2,4.22,3,5.69
67431,28,1,1.09,1,0.44,1,1.11,5,0.34,5,0.17,5,0.47,5,0.06,1,0.25,5,0.32,5,0.28,1,0.24,1,0.27,5,0.12,1,1.8
67432,9,1,2.05,1,0.68,2,0.91,1,3.68,1,2.34,1,0.8,1,1.99,5,1.51,1,0.69,1,1.35,1,5.95,5,9.11,1,1.21,1,4.98
67433,27,2,4.43,3,2.84,3,1.38,4,4.12,3,1.56,3,0.66,3,1.2,3,0.6,3,0.6,3,0.61,3,0.76,3,0.45,2,0.47,3,2.9
67434,28,2,3.85,3,0.87,3,0.71,3,0.31,4,0.58,3,0.58,3,0.58,3,0.6,3,0.71,3,0.34,3,0.6,3,0.48,3,0.44,3,3.58
67436,22,1,8.25,2,3.74,2,2.04,1,5.32,3,5.33,2,4.85,3,4.15,3,5.16,5,4.86,3,3.35,2,3.84,4,4.53,2,2.92,3,4.22
67437,13,1,1.03,1,0.41,1,0.44,2,3.8,2,3.26,2,4.03,2,0.95,2,5.42,2,6.6,2,1.37,2,4.99,4,6.88,2,1.58,2,4.88
67438,14,2,5.7,2,4.28,2,7.16,1,12.64,2,8.44,1,8.56,2,3.25,2,12.94,2,4.97,2,3.32,2,3.68,4,8.61,2,4.21,2,7.67
67439,28,2,1.9,1,0.51,2,0.06,4,0.17,5,0.3,5,0.87,5,0.9,1,0.22,5,0.64,4,0.21,1,0.29,1,0.1,5,0.73,1,2.98
67440,17,2,6.37,1,1.8,1,3.06,2,6.55,3,0.79,3,12.25,2,0.96,2,8.8,2,5.38,3,2.45,1,6.2,4,5.57,4,3.39,1,7.49
67441,17,2,4.99,2,2.64,2,1.92,2,4.69,2,4.15,2,3.67,2,2.95,1,7.81,3,2.88,2,4.05,2,3.77,4,6.82,3,2.4,2,5.28
67442,22,2,7.18,2,6.59,2,5.12,1,9.07,2,18.8,2,4.72,2,4.31,3,4.19,4,4.27,4,7.76,3,4.16,3,7.79,4,4.53,2,6.02
67444,27,2,7.16,2,3.71,2,1.11,4,0.45,4,1.0,4,0.66,3,2.51,2,4.24,3,3.21,4,3.65,3,5.84,3,4.12,3,3.51,2,5.46
67445,22,1,8.03,2,2.25,1,0.96,5,0.7,5,2.05,3,5.79,3,0.91,2,22.67,2,4.94,3,3.68,2,3.13,4,7.48,2,4.68,1,3.3
67457,29,2,5.6,3,2.3,2,3.75,4,2.95,4,2.46,4,2.86,4,2.46,2,3.35,4,3.65,4,1.59,2,3.49,2,2.33,4,3.4,2,4.53
67506,12,1,0.93,1,0.4,2,0.43,2,7.04,2,0.54,2,0.43,1,0.25,3,0.16,2,2.83,2,1.2,1,2.08,4,1.55,2,1.84,1,3.54
67544,27,2,3.24,2,1.13,2,1.15,4,1.91,4,1.57,4,1.13,4,0.49,2,0.42,3,0.5,4,0.74,2,0.77,2,0.87,4,5.42,2,3.55
67538,12,1,3.25,1,2.15,2,4.29,2,2.11,2,1.64,2,3.26,3,3.93,1,2.86,2,2.97,2,2.88,1,1.87,4,2.98,2,1.81,1,4.88
67466,13,1,1.89,1,1.36,1,0.75,2,0.89,2,5.29,2,1.62,2,1.49,4,2.76,2,2.64,2,1.4,1,4.98,2,4.51,3,5.89,2,5.08
67574,18,2,4.14,2,4.75,2,2.84,2,3.27,2,3.1,2,0.31,2,3.3,3,3.64,2,4.18,3,2.12,2,2.6,3,2.13,2,1.78,3,5.34
67565,4,1,2.38,1,0.59,1,0.54,1,4.37,1,2.19,1,5.31,1,1.29,1,2.72,1,4.84,1,1.43,1,1.47,5,1.13,1,1.49,1,5.0
67559,12,1,3.56,1,1.01,1,0.78,4,1.15,4,3.82,1,4.57,2,3.11,4,3.53,2,3.36,1,2.14,1,2.74,1,4.89,1,2.01,2,6.9
67554,11,2,7.34,2,40.67,2,1.53,2,3.43,1,1.83,1,1.92,2,2.43,2,3.14,2,3.61,1,2.35,2,7.49,2,11.61,2,2.15,2,2.85
67600,5,1,1.96,1,2.35,1,1.45,1,14.01,2,35.17,1,2.26,2,5.62,1,6.81,2,7.99,1,6.7,1,4.9,3,4.43,1,3.13,1,4.76
67589,21,2,4.96,2,4.11,3,2.97,2,2.16,2,2.34,2,1.18,2,1.63,4,3.56,2,1.4,2,1.3,3,6.37,4,2.79,3,3.31,2,3.84
67586,19,1,7.85,1,3.27,1,0.73,5,0.67,5,0.55,5,0.51,5,0.66,1,1.54,2,6.11,2,1.05,1,4.08,1,1.44,2,3.13,1,13.62
67581,19,1,0.84,1,0.86,2,1.92,4,1.03,2,1.99,2,0.14,2,1.06,3,2.9,4,1.75,2,1.92,2,0.69,4,5.1,2,1.53,2,4.96
67614,19,2,2.37,2,1.81,3,1.71,2,1.91,2,1.42,2,2.16,2,2.49,2,2.25,2,2.15,4,1.88,2,1.87,3,2.63,3,2.88,2,2.69
67532,13,2,2.33,2,2.58,2,1.03,2,5.63,1,18.23,1,3.08,2,5.34,1,7.41,2,3.17,2,0.96,1,7.53,5,2.84,2,1.68,2,6.96
67652,23,2,2.17,3,4.41,3,5.21,2,7.61,3,7.36,2,5.4,3,6.63,2,12.06,2,4.24,3,5.77,3,5.53,4,5.36,3,6.75,2,5.26
67642,18,1,1.51,1,0.7,1,0.55,5,3.98,5,0.95,2,4.47,2,3.14,2,3.62,2,3.14,5,1.31,1,1.26,1,0.79,3,2.8,1,7.03
67508,25,2,3.55,3,1.25,2,0.97,5,1.23,3,0.79,2,1.51,3,1.12,3,0.92,4,1.1,3,0.87,3,0.78,2,0.73,2,0.93,2,3.31
67486,12,2,3.16,1,1.48,2,2.75,2,4.6,2,221.18,1,5.1,2,3.4,2,4.61,1,5.83,2,4.43,2,4.98,4,4.38,1,2.49,2,5.07
67467,25,2,6.89,2,2.54,3,4.18,2,6.44,3,3.39,2,10.23,3,3.14,3,7.21,2,4.03,3,3.45,4,4.11,4,4.6,3,2.79,3,5.43
67446,14,2,8.36,2,2.57,2,2.65,2,6.52,2,4.72,2,6.66,1,2.19,2,4.15,2,2.42,2,2.32,1,4.9,3,3.41,3,2.46,2,8.72
67447,28,2,2.52,2,1.17,2,0.75,4,0.82,4,3.32,4,1.54,3,3.55,3,2.37,4,2.82,3,1.51,1,4.48,3,2.38,4,2.04,3,3.08
67448,5,2,8.1,1,8.63,1,2.81,1,2.85,1,4.46,1,2.45,1,1.61,1,3.65,1,4.37,1,4.3,1,2.14,5,6.79,1,6.19,1,4.7
67449,17,2,9.03,2,2.33,2,1.25,2,8.08,2,4.72,2,2.75,2,2.88,1,4.58,2,3.32,4,2.9,2,1.58,4,3.52,2,1.65,2,4.86
67450,11,1,2.13,1,2.89,1,1.04,2,7.3,2,4.28,1,3.19,2,2.1,2,5.53,2,2.26,2,2.69,2,3.28,4,4.96,2,3.09,1,6.92
67451,10,1,2.69,1,2.3,1,1.15,2,5.44,2,8.54,2,5.27,2,2.92,1,3.26,2,3.22,2,3.74,1,2.66,4,7.87,2,2.23,1,4.76
67452,24,1,7.94,1,4.59,1,0.81,5,0.83,5,0.47,5,0.55,5,0.48,1,2.65,1,1.55,5,7.14,1,3.8,5,4.68,1,1.79,1,23.2
67453,15,1,3.75,1,1.46,1,0.99,5,0.8,1,5.07,1,1.82,2,2.07,1,2.97,4,2.56,3,5.91,2,2.76,5,4.74,1,2.28,1,5.29
67454,18,2,7.05,2,2.87,2,1.34,2,7.43,2,3.63,2,3.71,2,3.88,3,4.76,3,7.53,2,2.39,2,3.71,2,6.22,3,4.0,3,8.99
67455,9,1,17.68,1,0.26,2,0.34,1,3.23,2,3.2,1,1.79,1,1.12,1,2.56,2,6.29,1,4.13,2,9.64,4,10.28,2,6.34,2,36.8
67456,16,2,1.52,2,2.01,2,1.84,2,7.06,2,3.44,2,1.93,2,1.51,2,6.7,2,3.74,2,2.04,2,4.78,4,3.58,2,3.38,2,5.92
67458,28,1,0.88,1,0.49,1,0.37,5,0.35,5,0.3,5,0.24,5,0.35,1,0.28,5,0.68,5,0.37,1,0.29,1,0.7,5,1.35,1,2.62
67459,21,2,4.6,2,0.88,3,4.71,2,3.64,3,4.82,3,16.88,2,3.11,1,4.89,2,3.25,3,2.38,2,2.08,4,11.24,3,2.66,3,6.85
67460,12,1,7.13,1,0.08,1,0.66,2,5.44,2,4.02,2,1.28,2,0.98,2,5.75,2,2.16,2,4.2,3,2.31,2,3.79,3,2.65,1,4.18
67461,27,1,2.76,1,0.66,1,0.77,5,1.15,5,0.58,5,0.92,5,0.51,1,0.54,4,0.47,5,0.68,1,1.35,1,0.55,5,0.52,1,5.23
67462,3,1,3.44,1,2.56,1,1.0,1,1.5,1,2.32,1,4.62,1,4.91,1,9.9,1,3.14,1,1.74,1,6.24,4,0.95,1,2.42,1,21.77
67463,10,1,2.31,2,2.24,2,1.56,1,5.88,2,0.97,2,3.1,2,1.76,2,6.13,1,2.63,1,1.16,2,2.38,4,3.77,1,1.59,1,4.84
67464,19,2,5.31,2,7.85,2,2.49,2,6.9,2,8.37,2,5.62,3,2.97,2,6.67,2,5.85,4,3.34,2,4.55,2,9.1,4,14.5,2,5.03
67465,25,1,1.33,1,0.64,1,0.53,5,0.57,5,0.77,5,0.63,5,0.99,1,0.85,5,0.66,5,0.68,1,0.73,1,0.6,2,5.68,1,4.8
67468,22,2,3.21,2,0.82,2,0.66,4,0.53,3,3.95,2,2.5,2,1.88,2,3.48,2,4.93,3,0.82,3,0.98,3,0.47,3,1.58,3,2.79
67469,12,2,12.4,1,5.02,1,3.82,3,5.73,2,6.16,1,5.64,2,3.83,1,8.97,2,4.33,5,9.18,1,4.82,2,4.96,2,4.5,1,5.25
67470,29,1,3.94,2,2.75,1,3.67,5,0.05,5,0.18,5,1.29,5,0.06,1,1.09,5,0.48,4,3.28,2,2.83,4,4.86,1,2.57,2,11.16
67471,19,2,10.19,2,6.45,2,4.48,2,3.14,3,8.4,3,2.91,4,7.69,2,4.4,2,8.43,3,1.74,1,2.12,2,2.62,3,5.97,2,5.81
67472,14,2,7.24,1,3.44,1,3.29,2,4.02,3,5.9,2,4.58,2,3.19,3,6.69,2,4.63,3,3.58,1,3.39,3,4.69,2,2.42,1,5.27
67473,36,3,2.65,3,1.74,4,1.89,4,2.16,2,4.05,5,2.95,4,2.78,4,2.74,5,4.08,3,2.04,3,2.41,2,4.25,5,2.85,3,5.59
67474,15,1,2.39,2,1.18,1,10.28,2,4.03,2,4.57,2,7.46,2,2.94,3,6.16,2,3.11,2,3.1,1,4.01,4,5.07,3,2.78,2,9.6
67475,41,4,3.42,4,8.24,3,2.18,3,8.35,3,53.48,4,5.0,5,4.04,4,6.46,4,20.59,5,2.93,4,4.34,3,4.3,5,2.4,4,7.05
67476,28,2,4.35,2,1.2,2,0.67,4,1.28,4,0.89,4,0.69,4,0.88,2,0.83,4,0.55,4,2.79,2,0.86,2,0.67,4,1.39,2,2.14
67477,5,1,2.25,1,5.51,1,0.91,1,2.38,1,1.03,1,0.97,1,1.23,3,5.95,1,4.74,1,0.98,1,1.76,3,2.34,2,1.31,1,2.65
67478,25,2,5.89,2,1.35,1,2.4,3,3.42,3,3.4,3,6.75,2,3.75,4,4.83,4,6.65,3,1.01,2,3.87,3,2.97,4,3.66,3,9.64
67479,14,2,42.35,1,8.01,2,2.89,2,12.32,2,4.76,2,3.98,2,2.47,2,7.85,2,3.37,2,2.19,1,7.59,4,3.0,2,7.71,2,4.63
67480,15,2,2.54,2,4.01,2,3.72,2,4.66,2,6.08,2,4.66,1,2.6,2,7.98,3,6.61,2,4.46,2,3.69,3,5.02,2,6.23,2,4.68
